Record_ID,Batch_ID,Test_Date,Season,Region,Supplier,Product_Name,Manufacturer_Country,Typical_Use,Application_Method,Quantity_kg,Unit_Price_LKR_per_kg,Total_Cost_LKR,Base_Amount_g,Nitrogen_N_g_per_100g,Phosphorus_P_g_per_100g,Potassium_K_g_per_100g,Other_Micro_Elements_per_100g,Moisture_Content_pct,Lab_Certified,Notes,Year,Month,year_month,expected_n,expected_p,expected_k,max_moisture_pct,typical_adulterants,dev_n,dev_p,dev_k,excess_moisture,Chemical_Deviation_Score,Quality_Score,Adulterant_Type,Benchmark_Price_LKR_kg,Price_Diff_From_Benchmark,Price_Deviation_Pct,Price_Arbitrage_Flag,Cultivated_Extent_ha,Estimated_Regional_Demand_MT,monthly_rainfall_mm,avg_temperature_c,Provincial_Center_Lat,Provincial_Center_Lon,Primary_Agro_Zone,Estimated_Yield_Loss_Pct,Estimated_Economic_Loss_LKR_per_ha,NLP_Risk_Score,NLP_Risk_Category,Total_Active_NPK,Estimated_Inert_Filler,Ratio_N_to_P,Ratio_N_to_K,Moisture_Volatilization_Interaction,Cost_per_Gram_Active_Nutrient,Moisture_Cost_Waste_LKR_kg
AGR-74200,LT24-2832C,2022-04-18,Off-Season,Northern Province,Browns Agricultural Products,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,1000.0,39.53,39530.0,100,0.23,27.8,0.0,Calcium: 11.7 g/100g,3.9,Yes,,2022,4,2022-04,0.0,28.0,0.0,2.0,"Inert soil, River sand",0.0,0.0071428571428571175,0.0,1.9,38.71,26.7,Moisture_Weight_Padding,60.0,-20.47,-34.12,0,12250,1286.25,176.1,28.33,9.20826,80.32364,Dry Zone,24.1,133032.0,0.1,Normal,28.03,68.07,0.01,2.3,0.0,0.141,0.75
AGR-59544,LT22-2852A,2024-07-15,Yala,Uva Province,Hayleys Agriculture Holdings,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,2.5,163.16,407.9,100,0.0,45.4,0.0,Calcium: 19.7 g/kg,1.3,No,Expired stock — discounted,2024,7,2024-07,0.0,46.0,0.0,3.0,"Inert red soil, Rock powder, Crushed brick",0.0,0.013043478260869596,0.0,0.0,1.3,98.0,Substandard_Blend,145.0,18.16,12.52,1,42000,2887.5,92.0,25.896774193548385,6.9331,81.20285000000001,Intermediate Zone,2.0,11040.0,0.8,High_Risk,45.4,53.300000000000004,0.0,0.0,0.0,0.359,0.0
AGR-54617,AG23-8688B,2023-05-06,Maha,North Central Province,Anuradhapura Agro Mart,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,1003.0,202.16,202766.48,100,0.11,0.13,57.6,Chlorine: 9.7 g/kg,3.9,Yes,Sample from bulk storage,2023,5,2023-05,0.0,0.0,60.0,2.0,"Table salt (NaCl), Red dyed sand, Sand",0.0,0.0,0.03999999999999997,1.9,42.0,21.8,Moisture_Weight_Padding,195.0,7.16,3.67,0,145000,10005.0,130.1,27.55161290322581,8.12585,80.71125,Dry Zone,25.75,142140.0,0.6000000000000001,Medium_Risk,57.84,38.26,0.85,0.0,0.0,0.35,3.84
AGR-12867,AG24-2442,2024-05-25,Maha,Sabaragamuwa Province,Abans Agri Supplies,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,5.0,222.01,1110.05,100,0.0,0.0,61.0,Chlorine: 1.43 %,1.3,Yes,Sample from bulk storage,2024,5,2024-05,0.0,0.0,60.0,2.0,"Table salt (NaCl), Red dyed sand, Sand",0.0,0.0,0.016666666666666666,0.0,1.67,97.5,Standard_Pure,175.0,47.01,26.86,0,42000,2772.0,730.2,26.961290322580645,6.96705,80.37505,Wet Zone,0.0,0.0,0.6000000000000001,Medium_Risk,61.0,37.7,0.0,0.0,0.0,0.364,0.0
AGR-43294,CR23-8184A,2023-07-27,Yala,Central Province,Colombo Pesticide Warehouse,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,199.0,220.29,43837.71,100,14.7,15.3,15.54,Sulfur: 17.9 g/kg | Boron: 7.2 g/100g,3.9,No,,2023,7,2023-07,15.0,15.0,15.0,2.0,"Inert filler, Clay, Sand",0.02000000000000005,0.02000000000000005,0.03599999999999994,1.9,45.6,16.4,Moisture_Weight_Padding,255.0,-34.71,-13.61,0,38000,7410.0,136.9,24.24516129032258,7.235933333333333,80.68206666666667,Wet Zone,27.55,152076.0,0.1,Normal,45.54,50.56,0.96,0.95,0.078,0.484,4.19
AGR-73583,BT24-6878,2023-09-11,Off-Season,Eastern Province,Jaffna Fertilizer Depot,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,25.0,318.24,7956.0,100,12.4,12.3,17.1,Magnesium: 2.11 % | Boron: 1.7 %,1.7,Yes,Retest recommended,2023,9,2023-09,12.0,12.0,17.0,2.0,"Inert filler, Clay, Sand",0.03333333333333336,0.02500000000000006,0.005882352941176554,0.0,6.42,90.4,Standard_Pure,275.0,43.24,15.72,0,28699,5051.02,281.8,27.716666666666665,7.869866666666667,81.52076666666666,Dry Zone,0.0,0.0,0.6000000000000001,High_Risk,41.800000000000004,56.49999999999999,1.01,0.73,0.057,0.761,0.0
AGR-30560,CR23-1810,2024-05-17,Maha,Sabaragamuwa Province,Agromart Ltd,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,500.0,283.97,141985.0,100,14.7,15.2,15.0,Sulfur: 2.6 % | Boron: 21.4 g/100g,0.3,Yes,Retest recommended,2024,5,2024-05,15.0,15.0,15.0,2.0,"Inert filler, Clay, Sand",0.02000000000000005,0.013333333333333286,0.0,0.0,3.33,95.0,Standard_Pure,235.0,48.97,20.84,0,42000,6930.0,730.2,26.961290322580645,6.96705,80.37505,Wet Zone,0.0,0.0,0.6000000000000001,High_Risk,44.9,54.800000000000004,0.97,0.98,0.006,0.632,0.0
AGR-45230,BT24-8082A,2022-09-18,Yala,Sabaragamuwa Province,CIC Agri Businesses,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,100.0,38.39,3839.0,100,0.0,28.94,0.07,Calcium: 20.5 g/100g,4.3,No,Sample from bulk storage,2022,9,2022-09,0.0,28.0,0.0,2.0,"Inert soil, River sand",0.0,0.03357142857142862,0.0,2.3,49.36,7.6,Moisture_Weight_Padding,60.0,-21.61,-36.02,0,31000,3410.0,270.8,25.423333333333336,6.96705,80.37505,Wet Zone,30.43,167973.6,0.6000000000000001,Medium_Risk,29.01,66.69,0.0,0.0,0.0,0.132,0.88
AGR-17440,CR24-7980B,2023-03-23,Off-Season,North Central Province,Anuradhapura Agro Mart,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,1001.0,278.21,278488.21,100,12.33,12.1,16.4,Magnesium: 25.5 g/100g | Boron: 2.12 %,2.0,Yes,Slight clumping observed,2023,3,2023-03,12.0,12.0,17.0,2.0,"Inert filler, Clay, Sand",0.027500000000000007,0.008333333333333304,0.035294117647058906,0.0,7.11,89.3,Standard_Pure,275.0,3.21,1.17,0,30799,5667.02,82.9,26.596774193548388,8.12585,80.71125,Dry Zone,0.0,0.0,0.6000000000000001,High_Risk,40.83,57.17,1.02,0.75,0.055,0.681,0.0
AGR-99414,AG22-8617,2024-10-16,Off-Season,Southern Province,Kurunegala Agri Centre,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,52.0,150.0,7800.0,100,0.0,45.2,0.2,Calcium: 1.52 %,4.3,No,Sample from bulk storage,2024,10,2024-10,0.0,46.0,0.0,3.0,"Inert red soil, Rock powder, Crushed brick",0.0,0.017391304347826025,0.0,1.2999999999999998,27.74,48.0,Heavy_Insoluble_Filler,145.0,5.0,3.45,1,15399,846.95,295.7,26.248387096774195,6.050433333333333,80.6324,Dry Zone,17.12,94502.4,0.6000000000000001,Medium_Risk,45.400000000000006,50.3,0.0,0.0,0.0,0.33,1.95
AGR-67146,MF22-7887,2022-07-26,Yala,Southern Province,Lankem Ceylon PLC,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,2.0,55.0,110.0,100,0.0,0.15,0.0,Calcium: 24.9 g/100g | Magnesium: 2.21 %,1.4,No,Expired stock — discounted,2022,7,2022-07,0.0,0.0,0.0,2.5,"Limestone powder, Sand",0.0,0.0,0.0,0.0,0.0,100.0,Substandard_Blend,45.0,10.0,22.22,1,44000,11000.0,178.29999999999998,26.5258064516129,6.050433333333333,80.6324,Dry Zone,2.0,11040.0,0.8,High_Risk,0.15,98.45,0.0,0.0,0.0,11.0,0.0
AGR-44355,BT23-3079,2024-01-14,Maha,Southern Province,Abans Agri Supplies,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,23.0,126.78,2915.94,100,20.5,0.22,0.0,Sulfur: 7.0 g/100g,3.3,Yes,,2024,1,2024-01,21.0,0.0,0.0,1.5,"Industrial gypsum, Salt, Water",0.023809523809523808,0.0,0.0,1.7999999999999998,38.38,28.0,Moisture_Weight_Padding,120.0,6.78,5.65,0,68000,8160.0,228.6,25.725806451612904,6.050433333333333,80.6324,Dry Zone,23.69,130768.8,0.1,Normal,20.72,75.98,93.18,205.0,0.079,0.612,2.28
AGR-23241,LT23-6737A,2022-03-01,Off-Season,Sabaragamuwa Province,Pettah Agro Traders,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,5.0,280.0,1400.0,100,11.7,11.5,17.4,Magnesium: 7.1 g/kg | Boron: 27.8 g/100g,1.5,Yes,Local production batch,2022,3,2022-03,12.0,12.0,17.0,2.0,"Inert filler, Clay, Sand",0.02500000000000006,0.041666666666666664,0.0235294117647058,0.0,9.02,86.5,Standard_Pure,310.0,-30.0,-9.68,0,10850,1909.6,96.1,26.44516129032258,6.96705,80.37505,Wet Zone,0.0,0.0,0.4,Medium_Risk,40.599999999999994,57.900000000000006,1.02,0.67,0.038,0.69,0.0
AGR-92000,CR24-8503,2024-08-20,Off-Season,Sabaragamuwa Province,Browns Agricultural Products,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,201.5,192.09,38706.14,100,0.0,0.0,57.8,Chlorine: 18.5 g/100g,3.5,No,,2024,8,2024-08,0.0,0.0,60.0,2.0,"Table salt (NaCl), Red dyed sand, Sand",0.0,0.0,0.036666666666666715,1.5,33.67,37.5,Heavy_Insoluble_Filler,175.0,17.09,9.77,1,10850,716.1,417.5,26.05483870967742,6.96705,80.37505,Wet Zone,20.58,113601.6,0.1,Normal,57.8,38.7,0.0,0.0,0.0,0.332,2.88
AGR-35054,LT22-7943B,2022-11-03,Yala,Central Province,Eastern Agrochem Depot,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,10.0,43.76,437.6,100,0.0,27.5,0.0,Calcium: 26.3 g/kg,2.2,Yes,Expired stock — discounted,2022,11,2022-11,0.0,28.0,0.0,2.0,"Inert soil, River sand",0.0,0.017857142857142856,0.0,0.20000000000000018,5.79,89.7,Standard_Pure,60.0,-16.24,-27.07,0,38000,4940.0,175.29999999999998,22.586666666666662,7.235933333333333,80.68206666666667,Wet Zone,0.0,0.0,0.8,High_Risk,27.5,70.3,0.0,0.0,0.0,0.159,0.09
AGR-88299,CR22-2696B,2022-12-21,Maha,Western Province,Agromart Ltd,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,2.0,216.04,432.08,100,0.0,0.0,57.6,Chlorine: 25.9 g/kg,1.3,Yes,Imported directly,2022,12,2022-12,0.0,0.0,60.0,2.0,"Table salt (NaCl), Red dyed sand, Sand",0.0,0.0,0.03999999999999997,0.0,4.0,94.0,Standard_Pure,240.0,-23.96,-9.98,0,28000,1596.0,198.6,25.29032258064516,6.8655,79.9386,Wet Zone,0.0,0.0,0.1,Low_Risk,57.6,41.1,0.0,0.0,0.0,0.375,0.0
AGR-53987,LT24-5832,2023-11-14,Maha,Eastern Province,Colombo Pesticide Warehouse,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,1000.0,40.27,40270.0,100,0.0,29.0,0.18,Calcium: 2.04 %,4.4,No,Slight clumping observed,2023,11,2023-11,0.0,28.0,0.0,2.0,"Inert soil, River sand",0.0,0.03571428571428571,0.0,2.4000000000000004,51.57,3.4,Moisture_Weight_Padding,50.0,-9.73,-19.46,0,132000,14520.0,477.9,26.023333333333333,7.869866666666667,81.52076666666666,Dry Zone,31.78,175425.6,0.6000000000000001,High_Risk,29.18,66.42,0.0,0.0,0.0,0.138,0.97
AGR-56381,CR24-9541,2023-01-04,Off-Season,Western Province,Eastern Agrochem Depot,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,1.0,31.17,31.17,100,0.0,28.2,0.0,Calcium: 2.16 %,2.1,No,Local production batch,2023,1,2023-01,0.0,28.0,0.0,2.0,"Inert soil, River sand",0.0,0.0071428571428571175,0.0,0.10000000000000009,2.71,95.1,Substandard_Blend,50.0,-18.83,-37.66,0,6650,631.75,85.9,25.148387096774197,6.8655,79.9386,Wet Zone,2.0,11040.0,0.4,Medium_Risk,28.2,69.7,0.0,0.0,0.0,0.111,0.03
AGR-24421,CR22-3685,2024-09-01,Off-Season,Central Province,Jaffna Fertilizer Depot,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,200.0,25.0,5000.0,100,1.3,1.0,1.5,Organic Carbon: 1.63 % | Humus: 18.0 g/kg,2.6,Yes,,2024,9,2024-09,1.5,1.0,1.2,25.0,"Raw soil, Debris, Non-composted waste",0.1333333333333333,0.0,0.25000000000000006,0.0,38.33,42.5,Heavy_Insoluble_Filler,35.0,-10.0,-28.57,0,13300,17290.0,104.8,24.203333333333333,7.235933333333333,80.68206666666667,Wet Zone,19.16,105763.2,0.1,Normal,3.8,93.6,1.3,0.87,0.347,0.658,0.0
AGR-96903,CR22-1914B,2022-03-20,Yala,North Western Province,Browns Agricultural Products,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,50.0,74.85,3742.5,100,0.0,0.0,0.0,Calcium: 16.2 g/kg | Magnesium: 1.12 %,4.4,No,,2022,3,2022-03,0.0,0.0,0.0,2.5,"Limestone powder, Sand",0.0,0.0,0.0,1.9000000000000004,38.0,27.8,Moisture_Weight_Padding,45.0,29.85,66.33,1,62000,16275.0,52.8,26.825806451612905,7.7612499999999995,80.09530000000001,Intermediate Zone,23.75,131100.0,0.1,Normal,0.0,95.6,0.0,0.0,0.0,14.97,1.42
AGR-12594,AG22-4297,2024-10-21,Yala,Northern Province,Anuradhapura Agro Mart,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,500.0,175.98,87990.0,100,0.07,0.02,57.3,Chlorine: 2.22 %,0.7,Yes,,2024,10,2024-10,0.0,0.0,60.0,2.0,"Table salt (NaCl), Red dyed sand, Sand",0.0,0.0,0.04500000000000005,0.0,4.5,93.2,Standard_Pure,175.0,0.98,0.56,0,35000,2205.0,275.7,27.61290322580645,9.20826,80.32364,Dry Zone,0.0,0.0,0.1,Normal,57.39,41.91,0.7,0.0,0.0,0.307,0.0
AGR-30113,BT23-8918C,2024-01-21,Yala,Uva Province,Lankem Ceylon PLC,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,1.0,209.01,209.01,100,0.0,0.02,60.0,Chlorine: 18.5 g/100g,0.7,Yes,,2024,1,2024-01,0.0,0.0,60.0,2.0,"Table salt (NaCl), Red dyed sand, Sand",0.0,0.0,0.0,0.0,0.0,100.0,Standard_Pure,175.0,34.01,19.43,0,42000,3150.0,299.9,21.56451612903226,6.9331,81.20285000000001,Intermediate Zone,0.0,0.0,0.1,Normal,60.02,39.279999999999994,0.0,0.0,0.0,0.348,0.0
AGR-93479,BT24-6915B,2024-01-15,Yala,Eastern Province,Hayleys Agriculture Holdings,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,500.0,259.15,129575.0,100,12.3,12.0,16.9,Magnesium: 10.3 g/100g | Boron: 1.26 %,3.9,Yes,Sample from bulk storage,2024,1,2024-01,12.0,12.0,17.0,2.0,"Inert filler, Clay, Sand",0.02500000000000006,0.0,0.005882352941176554,1.9,41.09,23.2,Moisture_Weight_Padding,250.0,9.15,3.66,0,82000,14432.0,198.3,26.22903225806452,7.869866666666667,81.52076666666666,Dry Zone,25.3,139656.0,0.6000000000000001,Medium_Risk,41.2,54.9,1.03,0.73,0.098,0.629,4.92
AGR-62850,AG24-8750C,2022-12-22,Maha,Uva Province,Agromart Ltd,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,27.0,49.74,1342.98,100,0.0,0.0,0.0,Calcium: 24.4 g/100g | Magnesium: 17.3 g/kg,0.7,Yes,Expired stock — discounted,2022,12,2022-12,0.0,0.0,0.0,2.5,"Limestone powder, Sand",0.0,0.0,0.0,0.0,0.0,100.0,Standard_Pure,45.0,4.74,10.53,0,55000,17187.5,277.7,20.929032258064517,6.9331,81.20285000000001,Intermediate Zone,0.0,0.0,0.8,High_Risk,0.0,99.3,0.0,0.0,0.0,9.948,0.0
AGR-95732,AG22-2089B,2022-03-23,Maha,Northern Province,Anuradhapura Agro Mart,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,499.0,100.0,49900.0,100,45.34,0.0,0.0,Not Detected,3.1,Yes,Expired stock — discounted,2022,3,2022-03,46.0,0.0,0.0,1.5,"Sand, Low-grade Urea, Salt, Water",0.014347826086956448,0.0,0.0,1.6,33.43,37.1,Moisture_Weight_Padding,180.0,-80.0,-44.44,0,72000,17010.0,14.4,27.71935483870968,9.20826,80.32364,Dry Zone,20.72,114374.4,0.8,High_Risk,45.34,51.559999999999995,453.4,453.4,0.044,0.221,1.6
AGR-89070,AG22-6917,2023-08-22,Yala,Central Province,Abans Agri Supplies,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,50.0,35.0,1750.0,100,1.38,1.0,1.4,Organic Carbon: 12.0 g/kg | Humus: 2.22 %,2.5,No,Retest recommended,2023,8,2023-08,1.5,1.0,1.2,25.0,"Raw soil, Debris, Non-composted waste",0.08000000000000007,0.0,0.16666666666666663,0.0,24.67,63.0,Substandard_Blend,40.0,-5.0,-12.5,0,38000,49400.0,33.6,25.325806451612905,7.235933333333333,80.68206666666667,Wet Zone,12.34,68116.8,0.6000000000000001,High_Risk,3.78,93.72,1.38,0.99,0.2,0.926,0.0
AGR-90274,AG23-9357,2022-11-20,Maha,Uva Province,Anuradhapura Agro Mart,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,5.5,310.68,1708.74,100,12.1,11.6,16.8,Magnesium: 9.8 g/100g | Boron: 2.09 %,2.9,Yes,,2022,11,2022-11,12.0,12.0,17.0,2.0,"Inert filler, Clay, Sand",0.008333333333333304,0.03333333333333336,0.0117647058823529,0.8999999999999999,23.34,57.8,Heavy_Insoluble_Filler,310.0,0.68,0.22,0,55000,11000.0,221.8,21.49,6.9331,81.20285000000001,Intermediate Zone,13.92,76838.4,0.1,Normal,40.5,56.6,1.04,0.72,0.024,0.767,2.8
AGR-45243,BT24-2305B,2023-04-10,Off-Season,Uva Province,Anuradhapura Agro Mart,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,51.0,69.67,3553.17,100,0.0,0.04,0.06,Calcium: 2.33 % | Magnesium: 26.5 g/100g,3.9,Yes,Expired stock — discounted,2023,4,2023-04,0.0,0.0,0.0,2.5,"Limestone powder, Sand",0.0,0.0,0.0,1.4,28.0,46.8,Heavy_Insoluble_Filler,35.0,34.67,99.06,0,14699,4593.44,168.6,23.03333333333333,6.9331,81.20285000000001,Intermediate Zone,17.5,96600.0,0.8,High_Risk,0.1,96.0,0.0,0.0,0.0,13.934,0.98
AGR-49594,LT22-1344C,2023-12-29,Off-Season,Uva Province,Matara Farm Solutions,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,200.0,20.0,4000.0,100,1.6,1.0,1.3,Organic Carbon: 2.01 % | Humus: 19.9 g/kg,3.1,Yes,Opened bag — partial quantity,2023,12,2023-12,1.5,1.0,1.2,25.0,"Raw soil, Debris, Non-composted waste",0.06666666666666672,0.0,0.08333333333333341,0.0,15.0,77.5,Substandard_Blend,40.0,-20.0,-50.0,0,14699,18373.75,530.7,22.18387096774193,6.9331,81.20285000000001,Intermediate Zone,7.5,41400.0,0.8,High_Risk,3.9000000000000004,93.0,1.6,1.23,0.207,0.513,0.0
AGR-23930,BT22-4577,2023-12-22,Yala,Sabaragamuwa Province,Matara Farm Solutions,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,4.0,58.84,235.36,100,0.0,0.0,0.0,Calcium: 20.5 g/100g | Magnesium: 2.78 %,2.6,No,Local production batch,2023,12,2023-12,0.0,0.0,0.0,2.5,"Limestone powder, Sand",0.0,0.0,0.0,0.10000000000000009,2.0,96.2,Substandard_Blend,35.0,23.84,68.11,1,31000,8525.0,454.2,25.406451612903226,6.96705,80.37505,Wet Zone,2.0,11040.0,0.4,Medium_Risk,0.0,97.4,0.0,0.0,0.0,11.768,0.06
AGR-19735,CR22-6199A,2024-05-30,Yala,Southern Province,Jaffna Fertilizer Depot,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,25.0,149.14,3728.5,100,0.0,45.64,0.21,Calcium: 2.04 %,4.3,Yes,Slight clumping observed,2024,5,2024-05,0.0,46.0,0.0,3.0,"Inert red soil, Rock powder, Crushed brick",0.0,0.007826086956521728,0.0,1.2999999999999998,26.78,49.4,Heavy_Insoluble_Filler,145.0,4.14,2.86,0,44000,2420.0,625.2,27.31290322580645,6.050433333333333,80.6324,Dry Zone,16.64,91852.8,0.6000000000000001,High_Risk,45.85,49.85,0.0,0.0,0.0,0.325,1.94
AGR-20904,CR23-8858C,2023-12-06,Off-Season,Eastern Province,Jaffna Fertilizer Depot,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,50.0,103.99,5199.5,100,46.4,0.0,0.0,Not Detected,1.5,Yes,Expired stock — discounted,2023,12,2023-12,46.0,0.0,0.0,1.5,"Sand, Low-grade Urea, Salt, Water",0.008695652173913012,0.0,0.0,0.0,0.87,98.7,Standard_Pure,120.0,-16.01,-13.34,0,28699,7103.0,413.4,26.17419354838709,7.869866666666667,81.52076666666666,Dry Zone,0.0,0.0,0.8,High_Risk,46.4,52.1,464.0,464.0,0.013,0.224,0.0
AGR-39284,BT24-5941,2024-11-02,Yala,Northern Province,Browns Agricultural Products,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,200.0,62.08,12416.0,100,0.0,0.0,0.0,Calcium: 19.9 g/kg | Magnesium: 16.7 g/100g,3.4,Yes,,2024,11,2024-11,0.0,0.0,0.0,2.5,"Limestone powder, Sand",0.0,0.0,0.0,0.8999999999999999,18.0,65.8,Substandard_Blend,30.0,32.08,106.93,0,35000,9187.5,538.6,26.2,9.20826,80.32364,Dry Zone,11.25,62100.0,0.1,Normal,0.0,96.6,0.0,0.0,0.0,12.416,0.56
AGR-38641,LT22-6459,2022-12-12,Yala,Western Province,Browns Agricultural Products,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,1.0,45.0,45.0,100,0.0,27.0,0.0,Calcium: 11.2 g/100g,2.4,Yes,Sample from bulk storage,2022,12,2022-12,0.0,28.0,0.0,2.0,"Inert soil, River sand",0.0,0.03571428571428571,0.0,0.3999999999999999,11.57,79.4,Substandard_Blend,60.0,-15.0,-25.0,0,19000,1805.0,198.6,25.29032258064516,6.8655,79.9386,Wet Zone,6.78,37425.6,0.6000000000000001,Medium_Risk,27.0,70.6,0.0,0.0,0.0,0.167,0.18
AGR-60323,MF22-3392C,2023-09-01,Yala,North Western Province,Jaffna Fertilizer Depot,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,25.0,35.0,875.0,100,1.54,1.0,1.43,Organic Carbon: 12.9 g/100g | Humus: 19.7 g/kg,4.1,Yes,,2023,9,2023-09,1.5,1.0,1.2,25.0,"Raw soil, Debris, Non-composted waste",0.02666666666666669,0.0,0.19166666666666665,0.0,21.83,67.3,Substandard_Blend,40.0,-5.0,-12.5,0,62000,65100.0,190.9,25.21333333333333,7.7612499999999995,80.09530000000001,Intermediate Zone,10.92,60278.4,0.1,Normal,3.9699999999999998,91.93,1.54,1.08,0.109,0.882,0.0
AGR-50178,AG24-6055,2024-04-09,Off-Season,Uva Province,CIC Agri Businesses,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,28.0,26.55,743.4,100,1.4,1.1,1.3,Organic Carbon: 24.7 g/kg | Humus: 1.87 %,0.8,Yes,,2024,4,2024-04,1.5,1.0,1.2,25.0,"Raw soil, Debris, Non-composted waste",0.06666666666666672,0.10000000000000009,0.08333333333333341,0.0,25.0,62.5,Substandard_Blend,35.0,-8.45,-24.14,0,14699,18373.75,124.8,24.923333333333336,6.9331,81.20285000000001,Intermediate Zone,12.5,69000.0,0.1,Normal,3.8,95.4,1.27,1.08,0.053,0.699,0.0
AGR-47893,BT22-2385C,2022-10-06,Yala,Uva Province,Kandy Farm Supplies,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,10.5,120.0,1260.0,100,47.0,0.0,0.0,Not Detected,4.0,Yes,,2022,10,2022-10,46.0,0.0,0.0,1.5,"Sand, Low-grade Urea, Salt, Water",0.021739130434782608,0.0,0.0,2.5,52.17,1.7,Moisture_Weight_Padding,180.0,-60.0,-33.33,0,42000,11812.5,203.5,22.80322580645161,6.9331,81.20285000000001,Intermediate Zone,32.34,178516.8,0.1,Normal,47.0,49.0,470.0,470.0,0.087,0.255,3.0
AGR-41423,MF23-1010C,2023-05-19,Yala,Sabaragamuwa Province,Kurunegala Agri Centre,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,2.0,30.21,60.42,100,0.0,28.2,0.0,Calcium: 2.18 %,3.9,Yes,,2023,5,2023-05,0.0,28.0,0.0,2.0,"Inert soil, River sand",0.0,0.0071428571428571175,0.0,1.9,38.71,26.7,Moisture_Weight_Padding,50.0,-19.79,-39.58,0,31000,3410.0,308.7,26.448387096774194,6.96705,80.37505,Wet Zone,24.1,133032.0,0.1,Normal,28.2,67.9,0.0,0.0,0.0,0.107,0.57
AGR-69217,LT24-9478C,2022-10-14,Maha,North Central Province,Matara Farm Solutions,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,200.0,160.0,32000.0,100,0.0,46.03,0.0,Calcium: 0.91 %,2.7,No,Local production batch,2022,10,2022-10,0.0,46.0,0.0,3.0,"Inert red soil, Rock powder, Crushed brick",0.0,0.0006521739130435029,0.0,0.0,0.07,99.9,Substandard_Blend,210.0,-50.0,-23.81,0,145000,9171.25,254.5,25.783870967741933,8.12585,80.71125,Dry Zone,2.0,11040.0,0.4,Medium_Risk,46.03,51.269999999999996,0.0,0.0,0.0,0.348,0.0
AGR-54451,AG22-4815A,2024-02-21,Maha,Uva Province,Jaffna Fertilizer Depot,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,98.0,293.99,28811.02,100,11.9,11.76,16.16,Magnesium: 2.65 % | Boron: 17.3 g/kg,1.6,Yes,,2024,2,2024-02,12.0,12.0,17.0,2.0,"Inert filler, Clay, Sand",0.008333333333333304,0.020000000000000018,0.04941176470588234,0.0,7.77,88.3,Standard_Pure,250.0,43.99,17.6,0,55000,11000.0,112.6,22.341379310344827,6.9331,81.20285000000001,Intermediate Zone,0.0,0.0,0.1,Normal,39.82,58.58,1.01,0.74,0.013,0.738,0.0
