Record_ID,Batch_ID,Test_Date,Season,Region,Supplier,Product_Name,Manufacturer_Country,Typical_Use,Application_Method,Quantity_kg,Unit_Price_LKR_per_kg,Total_Cost_LKR,Base_Amount_g,Nitrogen_N_g_per_100g,Phosphorus_P_g_per_100g,Potassium_K_g_per_100g,Other_Micro_Elements_per_100g,Moisture_Content_pct,Lab_Certified,Notes
AGR-88299,CR22-2696B,2022-12-21,Maha,Western Province,Agromart Ltd,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,2.0,216.04,432.08,100,0.0,0.0,57.6,Chlorine: 25.9 g/kg,1.3,Yes,Imported directly
AGR-53987,LT24-5832,2023-11-14,Maha,Eastern Province,Colombo Pesticide Warehouse,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,1000.0,40.27,40270.0,100,0.0,29.0,0.18,Calcium: 2.04 %,4.4,No,Slight clumping observed
AGR-56381,CR24-9541,2023-01-04,Off-Season,Western Province,Eastern Agrochem Depot,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,1.0,31.17,31.17,100,0.0,28.2,0.0,Calcium: 2.16 %,2.1,No,Local production batch
AGR-24421,CR22-3685,2024-09-01,Off-Season,Central Province,Jaffna Fertilizer Depot,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,200.0,25.0,5000.0,100,1.3,1.0,1.5,Organic Carbon: 1.63 % | Humus: 18.0 g/kg,2.6,Yes,
AGR-96903,CR22-1914B,2022-03-20,Yala,North Western Province,Browns Agricultural Products,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,50.0,74.85,3742.5,100,0.0,0.0,0.0,Calcium: 16.2 g/kg | Magnesium: 1.12 %,4.4,No,
AGR-12594,AG22-4297,2024-10-21,Yala,Northern Province,Anuradhapura Agro Mart,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,500.0,175.98,87990.0,100,0.07,0.02,57.3,Chlorine: 2.22 %,0.7,Yes,
AGR-30113,BT23-8918C,2024-01-21,Yala,Uva Province,Lankem Ceylon PLC,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,1.0,209.01,209.01,100,0.0,0.02,60.0,Chlorine: 18.5 g/100g,0.7,Yes,
AGR-93479,BT24-6915B,2024-01-15,Yala,Eastern Province,Hayleys Agriculture Holdings,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,500.0,259.15,129575.0,100,12.3,12.0,16.9,Magnesium: 10.3 g/100g | Boron: 1.26 %,3.9,Yes,Sample from bulk storage
AGR-62850,AG24-8750C,2022-12-22,Maha,Uva Province,Agromart Ltd,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,27.0,49.74,1342.98,100,0.0,0.0,0.0,Calcium: 24.4 g/100g | Magnesium: 17.3 g/kg,0.7,Yes,Expired stock — discounted
AGR-95732,AG22-2089B,2022-03-23,Maha,Northern Province,Anuradhapura Agro Mart,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,499.0,100.0,49900.0,100,45.34,0.0,0.0,Not Detected,3.1,Yes,Expired stock — discounted
AGR-89070,AG22-6917,2023-08-22,Yala,Central Province,Abans Agri Supplies,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,50.0,35.0,1750.0,100,1.38,1.0,1.4,Organic Carbon: 12.0 g/kg | Humus: 2.22 %,2.5,No,Retest recommended
AGR-90274,AG23-9357,2022-11-20,Maha,Uva Province,Anuradhapura Agro Mart,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,5.5,310.68,1708.74,100,12.1,11.6,16.8,Magnesium: 9.8 g/100g | Boron: 2.09 %,2.9,Yes,
AGR-45243,BT24-2305B,2023-04-10,Off-Season,Uva Province,Anuradhapura Agro Mart,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,51.0,69.67,3553.17,100,0.0,0.04,0.06,Calcium: 2.33 % | Magnesium: 26.5 g/100g,3.9,Yes,Expired stock — discounted
AGR-49594,LT22-1344C,2023-12-29,Off-Season,Uva Province,Matara Farm Solutions,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,200.0,20.0,4000.0,100,1.6,1.0,1.3,Organic Carbon: 2.01 % | Humus: 19.9 g/kg,3.1,Yes,Opened bag — partial quantity
AGR-23930,BT22-4577,2023-12-22,Yala,Sabaragamuwa Province,Matara Farm Solutions,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,4.0,58.84,235.36,100,0.0,0.0,0.0,Calcium: 20.5 g/100g | Magnesium: 2.78 %,2.6,No,Local production batch
AGR-19735,CR22-6199A,2024-05-30,Yala,Southern Province,Jaffna Fertilizer Depot,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,25.0,149.14,3728.5,100,0.0,45.64,0.21,Calcium: 2.04 %,4.3,Yes,Slight clumping observed
AGR-20904,CR23-8858C,2023-12-06,Off-Season,Eastern Province,Jaffna Fertilizer Depot,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,50.0,103.99,5199.5,100,46.4,0.0,0.0,Not Detected,1.5,Yes,Expired stock — discounted
AGR-39284,BT24-5941,2024-11-02,Yala,Northern Province,Browns Agricultural Products,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,200.0,62.08,12416.0,100,0.0,0.0,0.0,Calcium: 19.9 g/kg | Magnesium: 16.7 g/100g,3.4,Yes,
AGR-38641,LT22-6459,2022-12-12,Yala,Western Province,Browns Agricultural Products,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,1.0,45.0,45.0,100,0.0,27.0,0.0,Calcium: 11.2 g/100g,2.4,Yes,Sample from bulk storage
AGR-60323,MF22-3392C,2023-09-01,Yala,North Western Province,Jaffna Fertilizer Depot,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,25.0,35.0,875.0,100,1.54,1.0,1.43,Organic Carbon: 12.9 g/100g | Humus: 19.7 g/kg,4.1,Yes,
AGR-50178,AG24-6055,2024-04-09,Off-Season,Uva Province,CIC Agri Businesses,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,28.0,26.55,743.4,100,1.4,1.1,1.3,Organic Carbon: 24.7 g/kg | Humus: 1.87 %,0.8,Yes,
AGR-47893,BT22-2385C,2022-10-06,Yala,Uva Province,Kandy Farm Supplies,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,10.5,120.0,1260.0,100,47.0,0.0,0.0,Not Detected,4.0,Yes,
AGR-41423,MF23-1010C,2023-05-19,Yala,Sabaragamuwa Province,Kurunegala Agri Centre,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,2.0,30.21,60.42,100,0.0,28.2,0.0,Calcium: 2.18 %,3.9,Yes,
AGR-69217,LT24-9478C,2022-10-14,Maha,North Central Province,Matara Farm Solutions,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,200.0,160.0,32000.0,100,0.0,46.03,0.0,Calcium: 0.91 %,2.7,No,Local production batch
AGR-54451,AG22-4815A,2024-02-21,Maha,Uva Province,Jaffna Fertilizer Depot,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,98.0,293.99,28811.02,100,11.9,11.76,16.16,Magnesium: 2.65 % | Boron: 17.3 g/kg,1.6,Yes,
AGR-90924,CR24-4457B,2023-09-01,Maha,Eastern Province,Kurunegala Agri Centre,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,1.0,60.0,60.0,100,0.0,28.5,0.0,Calcium: 2.44 %,1.0,No,
AGR-71783,LT23-6905B,2023-10-27,Off-Season,Western Province,Kandy Farm Supplies,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,3.0,290.0,870.0,100,14.3,15.2,14.7,Sulfur: 1.0 % | Boron: 13.2 g/100g,1.6,No,Imported directly
AGR-16566,MF22-1823A,2023-08-07,Yala,Southern Province,Agromart Ltd,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,52.0,21.03,1093.56,100,1.6,0.94,1.5,Organic Carbon: 26.9 g/kg | Humus: 13.6 g/kg,1.8,Yes,
AGR-43137,LT22-9643,2022-11-16,Yala,Southern Province,Anuradhapura Agro Mart,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,200.0,132.06,26412.0,100,20.8,0.0,0.07,Sulfur: 0.86 %,0.7,No,Slight clumping observed
AGR-30059,LT24-4185C,2023-04-20,Off-Season,Eastern Province,Abans Agri Supplies,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,1001.5,122.46,122643.69,100,45.7,0.14,0.09,Not Detected,2.2,Yes,
AGR-54842,AG24-1370A,2022-03-19,Off-Season,Uva Province,Abans Agri Supplies,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,999.0,313.35,313036.65,100,12.3,12.0,17.0,Magnesium: 14.7 g/kg | Boron: 7.7 g/kg,1.5,No,
AGR-22138,BT22-3422,2024-03-11,Yala,Sabaragamuwa Province,Matara Farm Solutions,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,25.0,46.91,1172.75,100,0.0,27.3,0.0,Calcium: 0.65 %,2.7,Yes,
AGR-94486,MF22-6696,2023-04-08,Yala,Sabaragamuwa Province,Jaffna Fertilizer Depot,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,500.0,243.1,121550.0,100,14.9,15.2,15.6,Sulfur: 17.1 g/kg | Boron: 1.16 %,2.3,Yes,
AGR-25224,MF22-7154,2023-07-23,Maha,Southern Province,Pettah Agro Traders,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,10.0,125.69,1256.9,100,21.7,0.0,0.04,Sulfur: 26.5 g/100g,2.0,Yes,Slight clumping observed
AGR-77319,AG22-4687A,2024-03-18,Yala,Southern Province,Kandy Farm Supplies,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,200.0,70.0,14000.0,100,0.0,0.0,0.24,Calcium: 0.96 % | Magnesium: 1.46 %,4.3,Yes,
AGR-34081,MF22-5846B,2022-10-23,Maha,Central Province,Agromart Ltd,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,1.0,35.48,35.48,100,0.0,28.0,0.14,Calcium: 23.3 g/100g,1.1,Yes,Slight clumping observed
AGR-84610,BT23-8095A,2023-12-13,Off-Season,Central Province,Abans Agri Supplies,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,26.5,122.56,3247.84,100,45.49,0.0,0.0,Not Detected,2.7,Yes,Opened bag — partial quantity
AGR-78956,MF22-1631C,2022-02-12,Off-Season,North Central Province,Kurunegala Agri Centre,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,1.0,126.21,126.21,100,45.2,0.0,0.0,Not Detected,1.5,Yes,Opened bag — partial quantity
AGR-66549,LT23-5975C,2024-04-30,Off-Season,Northern Province,CIC Agri Businesses,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,8.0,237.81,1902.48,100,14.5,15.3,15.5,Sulfur: 10.9 g/kg | Boron: 1.2 %,1.2,Yes,Opened bag — partial quantity
AGR-84875,CR23-1153A,2024-06-01,Maha,North Western Province,Lankem Ceylon PLC,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,11.0,156.57,1722.27,100,0.0,46.0,0.15,Calcium: 2.43 %,1.1,Yes,Slight clumping observed
AGR-55760,CR24-1231,2024-11-26,Yala,Northern Province,Anuradhapura Agro Mart,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,3.0,190.0,570.0,100,0.0,45.4,0.25,Calcium: 2.57 %,0.9,No,Sample from bulk storage
AGR-46634,CR24-7754B,2022-07-24,Yala,Sabaragamuwa Province,Kandy Farm Supplies,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,52.0,34.84,1811.68,100,0.0,28.8,0.22,Calcium: 12.7 g/kg,1.8,Yes,Retest recommended
AGR-14616,LT23-7501C,2024-03-25,Off-Season,North Central Province,Matara Farm Solutions,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,200.0,48.17,9634.0,100,0.15,0.18,0.0,Calcium: 8.6 g/100g | Magnesium: 25.7 g/100g,2.8,Yes,Expired stock — discounted
AGR-83299,AG23-7492,2023-03-13,Off-Season,Central Province,Colombo Pesticide Warehouse,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,25.0,311.42,7785.5,100,11.6,12.0,16.8,Magnesium: 20.6 g/100g | Boron: 7.9 g/100g,3.5,Yes,
AGR-89333,BT22-2990,2024-12-31,Yala,Eastern Province,Agromart Ltd,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,1000.0,119.14,119140.0,100,45.93,0.0,0.0,Not Detected,0.9,Yes,Imported directly
AGR-23387,BT23-5797,2023-01-04,Maha,North Western Province,Lankem Ceylon PLC,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,1.0,48.05,48.05,100,0.0,0.0,0.0,Calcium: 2.41 % | Magnesium: 26.9 g/100g,3.1,Yes,
AGR-72510,AG23-7797,2023-12-08,Maha,North Central Province,Abans Agri Supplies,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,500.0,260.0,130000.0,100,12.1,11.8,16.7,Magnesium: 27.4 g/kg | Boron: 12.0 g/kg,3.9,Yes,Sample from bulk storage
AGR-47694,CR23-1891A,2024-08-15,Maha,Northern Province,Pettah Agro Traders,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,200.0,225.79,45158.0,100,0.0,0.24,58.5,Chlorine: 15.5 g/100g,1.4,No,Opened bag — partial quantity
AGR-46646,MF24-6990A,2024-08-01,Maha,Western Province,Abans Agri Supplies,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,50.0,68.06,3403.0,100,0.0,0.0,0.0,Calcium: 20.7 g/kg | Magnesium: 0.95 %,4.4,Yes,
AGR-10987,AG23-1500A,2024-02-20,Off-Season,North Central Province,Kandy Farm Supplies,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,5.0,200.0,1000.0,100,0.0,46.8,0.0,Calcium: 17.6 g/kg,3.6,No,Sample from bulk storage
AGR-34684,CR24-4357,2022-11-09,Maha,Uva Province,Agromart Ltd,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,2.0,100.0,200.0,100,45.3,0.14,0.23,Not Detected,3.0,No,
AGR-58651,CR23-4260C,2023-10-23,Off-Season,Sabaragamuwa Province,Kandy Farm Supplies,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,1.5,285.31,427.97,100,14.5,15.32,14.3,Sulfur: 9.5 g/kg | Boron: 1.32 %,2.5,Yes,Local production batch
AGR-93908,CR23-2424A,2022-11-07,Maha,North Central Province,Anuradhapura Agro Mart,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,200.0,235.76,47152.0,100,15.6,14.8,14.5,Sulfur: 22.7 g/100g | Boron: 14.9 g/kg,3.0,Yes,Retest recommended
AGR-46301,BT24-9439B,2023-05-08,Off-Season,Eastern Province,Abans Agri Supplies,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,1.0,63.47,63.47,100,0.0,0.0,0.0,Calcium: 11.1 g/100g | Magnesium: 2.05 %,3.8,Yes,Retest recommended
AGR-32387,CR23-9823C,2024-02-24,Maha,Sabaragamuwa Province,Eastern Agrochem Depot,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,1000.0,315.0,315000.0,100,12.3,11.0,17.4,Magnesium: 19.4 g/kg | Boron: 1.14 %,4.4,Yes,Sample from bulk storage
AGR-16801,BT24-8582,2024-05-03,Off-Season,Central Province,Pettah Agro Traders,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,10.0,195.73,1957.3,100,0.14,0.0,58.0,Chlorine: 18.2 g/kg,1.2,Yes,
AGR-37266,AG23-2464C,2022-11-25,Off-Season,Eastern Province,Hayleys Agriculture Holdings,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,25.0,170.0,4250.0,100,0.02,0.0,61.7,Chlorine: 24.5 g/100g,2.4,Yes,Slight clumping observed
AGR-61105,MF24-8961,2022-03-04,Off-Season,North Central Province,CIC Agri Businesses,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,5.0,58.03,290.15,100,0.15,28.19,0.04,Calcium: 1.98 %,0.9,No,
AGR-21508,MF23-1994,2023-06-06,Yala,Sabaragamuwa Province,Matara Farm Solutions,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,500.0,124.64,62320.0,100,45.4,0.22,0.22,Not Detected,2.8,Yes,Opened bag — partial quantity
AGR-18679,LT22-2803,2022-03-27,Maha,Southern Province,Jaffna Fertilizer Depot,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,2.0,260.0,520.0,100,11.4,12.2,16.7,Magnesium: 18.4 g/kg | Boron: 18.0 g/100g,2.0,Yes,Retest recommended
AGR-19772,CR23-1520A,2023-08-17,Yala,Eastern Province,Abans Agri Supplies,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,25.0,147.79,3694.75,100,21.1,0.0,0.01,Sulfur: 17.2 g/kg,4.1,Yes,Sample from bulk storage
AGR-33822,BT24-2692C,2023-01-15,Yala,Sabaragamuwa Province,Abans Agri Supplies,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,5.0,33.25,166.25,100,0.0,28.54,0.0,Calcium: 0.73 %,3.1,Yes,Slight clumping observed
AGR-64926,BT23-1959B,2023-07-02,Yala,Southern Province,Jaffna Fertilizer Depot,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,998.0,47.33,47235.34,100,0.03,0.0,0.0,Calcium: 27.6 g/kg | Magnesium: 1.75 %,3.6,Yes,Imported directly
AGR-17494,MF24-2868A,2024-03-09,Off-Season,North Central Province,Matara Farm Solutions,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,1000.0,25.0,25000.0,100,1.5,1.0,1.3,Organic Carbon: 9.5 g/kg | Humus: 17.2 g/kg,4.4,No,Retest recommended
AGR-58310,AG24-7264,2024-07-15,Yala,Uva Province,Hayleys Agriculture Holdings,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,500.0,69.66,34830.0,100,0.0,0.0,0.0,Calcium: 0.69 % | Magnesium: 6.8 g/kg,1.1,Yes,Retest recommended
AGR-28672,BT22-6216A,2023-05-23,Off-Season,North Western Province,Kurunegala Agri Centre,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,1.0,172.62,172.62,100,0.13,46.3,0.21,Calcium: 0.73 %,2.0,Yes,
AGR-55707,MF22-2040C,2024-05-31,Yala,Southern Province,Jaffna Fertilizer Depot,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,26.5,25.0,662.5,100,1.5,1.1,1.4,Organic Carbon: 13.5 g/100g | Humus: 6.3 g/100g,0.9,No,
AGR-83370,BT24-2962,2022-08-23,Maha,Sabaragamuwa Province,Eastern Agrochem Depot,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,98.0,167.54,16418.92,100,0.0,0.0,60.0,Chlorine: 0.96 %,3.1,Yes,Sample from bulk storage
AGR-19943,LT23-8959B,2024-05-04,Yala,North Western Province,CIC Agri Businesses,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,2.0,38.43,76.86,100,1.4,0.9,1.4,Organic Carbon: 19.0 g/100g | Humus: 2.26 %,1.5,Yes,Imported directly
AGR-88714,MF22-4007B,2024-11-23,Maha,Central Province,Anuradhapura Agro Mart,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,1.0,100.0,100.0,100,45.4,0.0,0.0,Not Detected,2.2,No,Sample from bulk storage
AGR-40502,MF24-5271A,2024-01-08,Maha,Southern Province,Galle Agrochemical Stores,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,50.0,256.57,12828.5,100,11.9,12.3,17.3,Magnesium: 6.9 g/kg | Boron: 1.89 %,2.7,Yes,Imported directly
AGR-47099,MF24-7725,2022-03-05,Off-Season,Uva Province,Kurunegala Agri Centre,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,1.0,232.32,232.32,100,14.8,14.8,15.3,Sulfur: 26.8 g/100g | Boron: 16.1 g/kg,0.3,Yes,Imported directly
AGR-94218,MF24-2483A,2023-04-02,Yala,Central Province,Lankem Ceylon PLC,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,6.0,123.53,741.18,100,46.7,0.0,0.16,Not Detected,1.8,Yes,
AGR-98379,AG23-9652A,2022-01-26,Yala,Northern Province,Kurunegala Agri Centre,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,500.0,285.0,142500.0,100,12.1,12.3,16.3,Magnesium: 10.9 g/100g | Boron: 2.47 %,3.2,Yes,Sample from bulk storage
AGR-38981,LT22-3843,2024-03-04,Maha,Sabaragamuwa Province,Pettah Agro Traders,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,10.0,287.06,2870.6,100,11.4,11.77,16.2,Magnesium: 19.2 g/100g | Boron: 2.54 %,3.8,Yes,Opened bag — partial quantity
AGR-54088,LT23-7364B,2022-01-23,Yala,North Central Province,Jaffna Fertilizer Depot,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,24.0,161.24,3869.76,100,0.0,45.8,0.0,Calcium: 1.37 %,1.7,No,Expired stock — discounted
AGR-38387,LT23-4950C,2022-05-15,Off-Season,Western Province,Galle Agrochemical Stores,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,200.0,127.67,25534.0,100,20.9,0.0,0.24,Sulfur: 26.3 g/kg,3.7,Yes,Expired stock — discounted
AGR-32031,MF22-4079C,2024-11-22,Maha,Eastern Province,Browns Agricultural Products,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,25.0,262.28,6557.0,100,11.92,12.1,16.57,Magnesium: 1.78 % | Boron: 24.8 g/100g,3.4,Yes,
AGR-42346,BT23-9378C,2024-02-27,Maha,Southern Province,Kandy Farm Supplies,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,101.0,55.0,5555.0,100,0.0,28.3,0.0,Calcium: 2.44 %,0.8,No,Local production batch
AGR-73225,AG23-7734,2023-05-04,Yala,North Central Province,Kurunegala Agri Centre,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,51.0,105.0,5355.0,100,45.49,0.14,0.22,Not Detected,2.2,Yes,
AGR-32114,LT23-2969C,2022-01-02,Off-Season,Southern Province,Kandy Farm Supplies,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,7.0,49.75,348.25,100,0.0,26.67,0.04,Calcium: 1.57 %,2.7,No,
AGR-81455,CR22-4613C,2023-12-06,Off-Season,North Western Province,Matara Farm Solutions,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,200.0,142.32,28464.0,100,20.6,0.0,0.0,Sulfur: 26.7 g/kg,3.6,No,Local production batch
AGR-10724,LT22-4972A,2024-01-06,Yala,Northern Province,Anuradhapura Agro Mart,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,203.0,120.0,24360.0,100,45.9,0.0,0.0,Not Detected,3.2,Yes,
AGR-33757,CR22-2922,2024-07-07,Maha,North Central Province,Hayleys Agriculture Holdings,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,25.0,109.58,2739.5,100,45.1,0.17,0.0,Not Detected,1.5,Yes,Sample from bulk storage
AGR-95376,LT22-5679C,2022-09-17,Off-Season,Western Province,Pettah Agro Traders,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,50.0,145.0,7250.0,100,20.7,0.21,0.12,Sulfur: 27.6 g/100g,2.5,Yes,Local production batch
AGR-98911,BT23-4603B,2022-02-08,Maha,North Central Province,Browns Agricultural Products,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,5.0,70.0,350.0,100,0.24,0.0,0.0,Calcium: 19.3 g/100g | Magnesium: 6.8 g/kg,0.5,No,
AGR-14736,MF24-6382A,2024-04-21,Maha,Southern Province,Abans Agri Supplies,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,200.0,118.84,23768.0,100,20.1,0.0,0.0,Sulfur: 12.9 g/100g,4.0,No,
AGR-25426,MF24-3353B,2023-01-16,Maha,Southern Province,Agromart Ltd,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,200.0,96.73,19346.0,100,46.3,0.17,0.08,Not Detected,1.0,Yes,Opened bag — partial quantity
AGR-11138,MF23-6981A,2024-01-29,Yala,Uva Province,Matara Farm Solutions,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,101.5,55.19,5601.78,100,0.18,0.18,0.0,Calcium: 18.4 g/kg | Magnesium: 6.8 g/kg,3.3,Yes,
AGR-83771,AG23-9080C,2022-01-27,Maha,Uva Province,Hayleys Agriculture Holdings,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,1.0,127.94,127.94,100,45.6,0.0,0.0,Not Detected,1.3,No,Retest recommended
AGR-87776,MF23-3805,2023-06-17,Maha,Central Province,Lankem Ceylon PLC,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,10.0,170.21,1702.1,100,0.0,46.9,0.0,Calcium: 8.3 g/100g,3.5,Yes,Slight clumping observed
AGR-40874,MF24-5802B,2022-08-05,Maha,Northern Province,Jaffna Fertilizer Depot,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,200.0,268.59,53718.0,100,15.36,14.3,15.1,Sulfur: 0.78 % | Boron: 0.82 %,0.5,Yes,Local production batch
AGR-72217,BT22-7336,2022-12-27,Off-Season,Central Province,Kurunegala Agri Centre,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,50.0,53.02,2651.0,100,0.0,27.9,0.06,Calcium: 10.5 g/100g,3.3,Yes,Expired stock — discounted
AGR-38342,MF23-8881C,2023-05-26,Maha,Uva Province,CIC Agri Businesses,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,5.0,130.0,650.0,100,46.0,0.0,0.0,Not Detected,1.8,Yes,
AGR-16308,CR22-4239C,2024-06-02,Off-Season,Sabaragamuwa Province,Agromart Ltd,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,25.5,250.0,6375.0,100,14.7,15.3,15.4,Sulfur: 18.1 g/kg | Boron: 23.1 g/100g,3.0,No,Local production batch
